49-In-115(n,&gamma;) ENDF/B-VII.1
423.951,6.015
424.035,4.50818
424.111,3.47014
424.187,2.683
424.265,2.08762
424.335,1.68433
424.417,1.33811
424.499,1.08926
424.593,0.88718
424.695,0.732723
424.798,0.622732
424.944,0.512261
425.096,0.431843
425.307,0.353403
425.553,0.290011
425.857,0.235935
426.209,0.193335
426.56,0.163514
427.008,0.136831
427.545,0.115182
428.126,0.0997214
428.794,0.0890362
429.262,0.0862437
429.537,0.0883811
429.686,0.0926325
429.836,0.101666
429.948,0.113952
430.06,0.133737
430.149,0.156976
430.249,0.193432
430.36,0.249381
430.483,0.33163
430.65,0.475106
430.897,0.705557
431.053,0.809966
431.193,0.845075
431.199,0.84512
431.32,0.820178
431.458,0.738177
431.688,0.529903
431.883,0.352262
432.01,0.260383
432.116,0.2016
432.216,0.15999
432.319,0.129457
432.408,0.110625
432.511,0.0958038
432.648,0.083578
432.759,0.077652
432.982,0.0713886
433.316,0.0678671
433.606,0.0671356
434.062,0.0686076
434.518,0.0734572
434.853,0.0803985
435.133,0.0903652
435.356,0.104152
435.519,0.121471
435.644,0.143252
435.752,0.172433
435.841,0.208535
435.93,0.26046
436.014,0.329097
436.095,0.419094
436.175,0.538949
436.256,0.694864
436.346,0.920005
436.453,1.2607
436.592,1.81317
436.905,3.22794
437.057,3.71304
437.19,3.87608
437.2,3.87681
437.325,3.74958
437.455,3.37919
437.665,2.46948
437.864,1.57782
437.987,1.12598
438.088,0.830833
438.182,0.620715
438.267,0.476474
438.343,0.379162
438.418,0.305463
438.494,0.250483
438.584,0.203182
438.675,0.170549
438.776,0.14582
438.888,0.127748
439.055,0.111075
439.279,0.098569
439.614,0.088797
440.061,0.0830529
440.508,0.0813982
441.268,0.0837313
442.247,0.0934804
443.124,0.109033
443.782,0.126739
444.446,0.15297
444.943,0.181586
445.405,0.219561
445.82,0.269249
446.14,0.324628
446.43,0.396774
446.679,0.487183
446.868,0.587571
447.016,0.700215
447.15,0.847504
447.265,1.03622
447.36,1.26065
447.443,1.53555
447.526,1.91609
447.606,2.42609
447.681,3.06384
447.756,3.90672
447.839,5.1449
447.924,6.82186
448.009,8.97668
448.113,12.326
448.244,17.6101
448.611,35.2203
448.748,39.8919
448.89,41.821
448.9,41.8299
449.033,40.3298
449.17,35.9849
449.407,24.8025
449.592,16.1113
449.715,11.4132
449.815,8.42752
449.905,6.33041
449.99,4.81282
450.066,3.78711
450.142,3.00944
450.217,2.42881
450.303,1.95544
450.397,1.59175
450.492,1.34619
450.606,1.15352
450.72,1.0315
450.89,0.926812
451.08,0.875856
451.175,0.868082
451.412,0.890907
451.65,0.97531
451.829,1.09123
452.007,1.2795
452.153,1.52818
452.262,1.80947
452.357,2.16559
452.451,2.67815
452.533,3.29774
452.609,4.08943
452.688,5.18891
452.767,6.6569
452.846,8.58421
452.934,11.4153
453.023,15.0567
453.131,20.7028
453.269,29.7063
453.585,53.3374
453.737,61.8071
453.876,65.1481
453.9,65.2237
454.023,63.256
454.156,57.1438
454.373,41.7957
454.582,26.4129
454.706,19.036
454.812,14.0566
454.9,10.851
454.989,8.43874
455.067,6.89221
455.138,5.8678
455.217,5.10881
455.28,4.74999
455.343,4.59134
455.374,4.58394
455.44,4.72154
455.506,5.07286
455.572,5.65578
455.648,6.66565
455.725,8.0843
455.812,10.2726
455.908,13.4861
456.015,18.161
456.149,25.609
456.491,47.9166
456.646,55.1892
456.78,57.7942
456.799,57.8327
456.934,55.717
457.069,49.9383
457.297,35.3582
457.489,22.8346
457.614,16.2222
457.706,12.3029
457.796,9.27498
457.878,7.1146
457.959,5.47898
458.037,4.27701
458.115,3.37503
458.194,2.7047
458.281,2.1621
458.368,1.77252
458.468,1.45578
458.592,1.18418
458.716,0.997053
458.872,0.83224
459.059,0.692944
459.308,0.563296
459.569,0.467555
459.911,0.379227
460.284,0.311962
460.72,0.256689
461.218,0.212393
461.828,0.17506
462.5,0.147378
463.255,0.12712
463.903,0.116329
464.73,0.109996
465.006,0.109803
465.626,0.11374
466.039,0.120915
466.453,0.133795
466.832,0.153847
467.119,0.178096
467.349,0.207325
467.55,0.245714
467.716,0.294452
467.837,0.347381
467.94,0.413006
468.026,0.490033
468.113,0.597237
468.192,0.733686
468.275,0.929633
468.347,1.16079
468.419,1.46362
468.501,1.91218
468.581,2.48962
468.67,3.30726
468.764,4.41289
468.879,6.09987
469.049,9.16774
469.288,13.7016
469.444,15.8399
469.587,16.6202
469.6,16.6252
469.733,16.0418
469.876,14.2842
470.11,9.95999
470.298,6.46952
470.425,4.55936
470.523,3.37694
470.606,2.59318
470.689,1.97876
470.772,1.50936
470.852,1.1669
470.932,0.913127
471.013,0.727295
471.099,0.583969
471.185,0.482031
471.286,0.398966
471.386,0.341576
471.53,0.287162
471.667,0.253767
471.804,0.232292
471.987,0.218874
472.033,0.218417
472.17,0.225996
472.284,0.245886
472.398,0.283546
472.489,0.331228
472.592,0.408612
472.693,0.514074
472.81,0.675735
472.948,0.921009
473.292,1.63982
473.448,1.87228
473.596,1.9532
473.598,1.95321
473.729,1.89065
473.868,1.70391
474.094,1.24165
474.306,0.802763
474.423,0.606469
474.535,0.459887
474.635,0.360701
474.724,0.295454
474.813,0.248131
474.908,0.213444
475.003,0.190974
475.117,0.175659
475.26,0.168758
475.308,0.168732
475.451,0.174147
475.595,0.187596
475.738,0.211203
475.858,0.242842
475.967,0.287
476.065,0.347331
476.15,0.42196
476.235,0.526829
476.306,0.645373
476.388,0.830904
476.47,1.07701
476.551,1.40079
476.637,1.84283
476.732,2.46758
476.84,3.36737
476.983,4.82398
477.29,8.3103
477.451,9.59562
477.593,10.0209
477.599,10.0216
477.722,9.72868
477.876,8.62578
478.104,6.11194
478.305,3.87499
478.423,2.80514
478.518,2.10873
478.613,1.56035
478.699,1.17915
478.774,0.922181
478.849,0.724378
478.924,0.574322
478.999,0.462431
479.084,0.369162
479.168,0.302214
479.267,0.247149
479.38,0.204157
479.488,0.175712
479.646,0.146765
479.844,0.1227
480.104,0.101752
480.415,0.0852062
480.788,0.072077
481.26,0.0613025
481.82,0.0532709
482.38,0.0482207
483.137,0.0442978
484.063,0.0427229
484.734,0.0438529
485.238,0.0466756
485.629,0.0511448
485.909,0.0569263
486.076,0.0626226
486.244,0.0718507
486.367,0.0828657
486.468,0.0965179
486.568,0.116716
486.652,0.140805
486.736,0.173999
486.82,0.219144
486.903,0.278971
486.989,0.359318
487.084,0.474801
487.195,0.647547
487.329,0.91104
487.687,1.73482
487.834,1.98301
487.982,2.08778
488.0,2.08902
488.125,2.02724
488.255,1.84589
488.465,1.39087
488.701,0.84876
488.832,0.604518
488.939,0.446963
489.038,0.335866
489.124,0.261903
489.208,0.207409
489.292,0.166936
489.376,0.137404
489.476,0.112658
489.577,0.096107
489.694,0.0835588
489.834,0.074384
490.002,0.0679421
490.282,0.0625239
490.684,0.0600251
491.121,0.0613355
491.448,0.0649817
491.669,0.0694536
491.892,0.077372
492.06,0.0881788
492.171,0.0999425
492.283,0.117878
492.38,0.141186
492.473,0.172363
492.562,0.213898
492.651,0.269434
492.751,0.352012
492.854,0.461285
492.979,0.62919
493.178,0.957522
493.414,1.34919
493.575,1.52384
493.701,1.56961
493.843,1.51352
493.999,1.337
494.412,0.66203
494.543,0.489176
494.659,0.37012
494.755,0.296796
494.861,0.237475
494.958,0.199671
495.056,0.174287
495.173,0.155739
495.315,0.144884
495.458,0.142027
495.648,0.14577
495.933,0.162919
496.16,0.188215
496.319,0.216795
496.455,0.254709
496.568,0.30284
496.671,0.367545
496.766,0.454869
496.849,0.562128
496.933,0.7085
497.016,0.905732
497.103,1.18111
497.194,1.55776
497.294,2.09592
497.398,2.80913
497.534,3.96159
497.883,7.37568
498.032,8.44546
498.182,8.9
498.201,8.90592
498.327,8.64467
498.458,7.87059
498.671,5.9272
498.898,3.72713
499.028,2.68557
499.14,1.97917
499.232,1.53192
499.324,1.19043
499.417,0.934514
499.511,0.752888
499.604,0.628054
499.698,0.545092
499.81,0.484441
499.922,0.452717
500.065,0.440175
500.208,0.450716
500.351,0.483337
500.494,0.544148
500.613,0.625638
500.729,0.743367
500.841,0.904065
500.952,1.12272
501.08,1.45347
501.232,1.96353
501.699,3.83821
501.938,4.49135
502.186,5.0832
502.32,5.74576
502.413,6.55584
502.508,7.84092
502.597,9.60831
502.687,12.0426
502.776,15.2464
502.884,20.2214
503.018,28.0099
503.386,53.1993
503.535,60.5739
503.679,63.5887
503.699,63.6341
503.844,61.2216
503.993,54.3005
504.261,35.9815
504.442,23.8752
504.562,17.3543
504.665,12.8853
504.756,9.7819
504.847,7.43629
504.928,5.84564
505.009,4.66482
505.078,3.92201
505.159,3.31101
505.239,2.91629
505.34,2.65871
505.447,2.60126
505.555,2.70503
505.734,3.08773
506.003,3.69235
506.154,3.81517
506.306,3.68756
506.482,3.23847
506.924,1.57839
507.067,1.14594
507.184,0.873874
507.28,0.702899
507.387,0.558577
507.499,0.451147
507.611,0.376215
507.746,0.315608
507.903,0.269937
508.082,0.235956
508.362,0.201397
508.754,0.169838
509.233,0.144229
509.829,0.12376
510.339,0.113014
510.94,0.10735
510.99,0.107278
511.341,0.109738
511.591,0.117957
511.742,0.128879
511.892,0.147991
512.027,0.175537
512.154,0.213463
512.298,0.273277
512.477,0.370145
512.833,0.584858
513.014,0.653691
513.153,0.669427
513.341,0.64113
513.67,0.542551
513.761,0.534842
513.875,0.558346
513.97,0.618832
514.044,0.702216
514.116,0.819746
514.188,0.981812
514.269,1.22778
514.345,1.53371
514.44,2.02645
514.535,2.65591
514.658,3.66895
514.839,5.5107
515.074,7.99997
515.228,9.19388
515.373,9.689
515.399,9.70145
515.527,9.41705
515.69,8.31727
515.948,5.64169
516.136,3.71122
516.26,2.66423
516.369,1.94087
516.464,1.4499
516.551,1.10357
516.63,0.861862
516.714,0.669494
516.797,0.527013
516.88,0.4227
516.973,0.339049
517.075,0.276065
517.177,0.232804
517.279,0.202381
517.415,0.174269
517.607,0.148361
517.856,0.127387
518.167,0.111316
518.479,0.101529
518.931,0.093923
519.384,0.0914629
520.008,0.0943471
520.632,0.104249
521.193,0.120751
521.629,0.140871
521.992,0.165125
522.355,0.200015
522.645,0.240045
522.887,0.286554
523.129,0.352604
523.31,0.42376
523.456,0.503827
523.589,0.608161
523.71,0.746295
523.806,0.904623
523.903,1.12828
523.99,1.41076
524.077,1.80158
524.155,2.27127
524.232,2.89023
524.312,3.72443
524.397,4.87472
524.49,6.51492
524.593,8.84486
524.714,12.3252
524.881,18.2956
525.19,30.2218
525.34,34.2514
525.493,35.8371
525.499,35.8401
525.631,34.7531
525.795,30.665
526.056,20.7499
526.245,13.6651
526.373,9.72859
526.482,7.08515
526.577,5.29024
526.664,4.02498
526.75,3.05849
526.831,2.37921
526.915,1.84504
527.0,1.45334
527.085,1.16765
527.175,0.94652
527.281,0.765289
527.387,0.638862
527.508,0.537005
527.671,0.443097
527.841,0.376992
528.053,0.321603
528.222,0.293401
528.425,0.278649
528.542,0.282716
528.66,0.300607
528.778,0.338287
528.888,0.398921
528.977,0.470392
529.087,0.595169
529.199,0.766926
529.333,1.03928
529.51,1.49063
529.782,2.22118
529.939,2.51911
530.091,2.62846
530.095,2.62856
530.243,2.53109
530.414,2.20767
530.828,1.07401
530.954,0.789414
531.071,0.578407
531.174,0.435752
531.264,0.340459
531.355,0.268353
531.445,0.214952
531.534,0.176225
531.624,0.148187
531.736,0.123772
531.871,0.104628
532.028,0.0904397
532.224,0.0791252
532.532,0.0679151
532.902,0.0591948
533.485,0.0502652
534.269,0.0427731
535.233,0.0371276
536.107,0.033923
537.273,0.0314406
538.707,0.0304575
539.808,0.0311676
540.91,0.0334457
541.874,0.0373488
542.679,0.0429013
543.369,0.0505636
543.886,0.0593485
544.37,0.0716053
544.772,0.0869453
545.094,0.105009
545.37,0.127565
545.577,0.151867
545.75,0.180631
545.888,0.213357
546.008,0.254093
546.117,0.306894
546.218,0.376618
546.304,0.460384
546.391,0.575755
546.477,0.734574
546.563,0.95168
546.649,1.24473
546.736,1.63345
546.824,2.14952
546.92,2.87826
547.028,3.91575
547.166,5.58137
547.587,11.6785
547.744,13.2521
547.898,13.8235
547.9,13.8236
548.033,13.4026
548.176,12.1176
548.397,9.05993
548.634,5.59467
548.772,3.93822
548.88,2.90838
548.976,2.18699
549.067,1.66391
549.147,1.3136
549.226,1.0467
549.305,0.848531
549.385,0.7061
549.464,0.60874
549.554,0.542926
549.643,0.516953
549.733,0.527211
549.823,0.57351
549.92,0.666505
550.016,0.809346
550.113,1.00777
550.213,1.27608
550.334,1.68648
550.535,2.5355
550.804,3.68522
550.966,4.13303
551.099,4.25507
551.234,4.12035
551.396,3.65754
551.647,2.56537
551.855,1.65501
551.983,1.19851
552.092,0.885987
552.189,0.671523
552.275,0.522128
552.361,0.407149
552.448,0.320463
552.534,0.256173
552.632,0.20368
552.73,0.167023
552.828,0.14134
552.926,0.123099
553.044,0.107632
553.223,0.0920457
553.469,0.0787185
553.777,0.0682862
554.147,0.0603176
554.689,0.0533681
555.232,0.0496562
555.95,0.0479608
556.62,0.0493306
557.122,0.0529761
557.513,0.0590433
557.736,0.0656833
557.903,0.07435
558.043,0.0864158
558.154,0.101553
558.263,0.123648
558.36,0.152137
558.457,0.191854
558.554,0.246
558.651,0.31779
558.754,0.41529
558.879,0.567597
559.03,0.79773
559.379,1.38359
559.535,1.569
559.69,1.64264
559.701,1.64301
559.847,1.58691
559.986,1.44044
560.231,1.04965
560.45,0.693523
560.593,0.507117
560.706,0.395112
560.808,0.320471
560.885,0.280787
560.962,0.254244
561.039,0.240241
561.1,0.237852
561.192,0.248855
561.283,0.278382
561.374,0.328472
561.466,0.401893
561.567,0.514019
561.678,0.677645
561.809,0.928013
561.983,1.34375
562.283,2.09987
562.439,2.37428
562.595,2.47787
562.6,2.47796
562.743,2.39539
562.913,2.10928
563.358,1.00214
563.499,0.717575
563.607,0.545467
563.71,0.419118
563.813,0.32455
563.903,0.263554
563.992,0.219253
564.092,0.183802
564.193,0.159811
564.294,0.143851
564.445,0.129605
564.646,0.120757
564.97,0.117345
565.417,0.121808
565.983,0.136154
566.582,0.161412
567.01,0.187819
567.457,0.227159
567.792,0.271826
568.021,0.319632
568.177,0.368788
568.333,0.440719
568.47,0.530956
568.618,0.666577
568.774,0.860165
568.973,1.17808
569.359,1.86735
569.601,2.16955
570.02,2.48442
570.127,2.66763
570.23,2.97601
570.319,3.40603
570.408,4.04915
570.497,4.97854
570.583,6.21433
570.675,8.02547
570.767,10.4418
570.859,13.5677
570.967,18.2684
571.098,25.4143
571.282,37.9142
571.575,58.7305
571.743,66.9447
571.9,69.6701
572.057,66.9052
572.225,58.6614
572.67,27.3619
572.803,19.6712
572.914,14.5235
573.02,10.7018
573.117,8.00701
573.204,6.18054
573.285,4.87712
573.365,3.87969
573.458,3.03148
573.554,2.39374
573.649,1.94262
573.744,1.61504
573.852,1.34389
573.994,1.09554
574.164,0.894834
574.367,0.730455
574.598,0.601136
574.882,0.490079
575.214,0.401554
575.571,0.33698
575.958,0.290214
576.345,0.260504
576.778,0.243476
577.055,0.241228
577.437,0.25141
577.755,0.277197
577.945,0.305849
578.113,0.346101
578.255,0.399725
578.376,0.470524
578.477,0.557864
578.578,0.684578
578.669,0.847306
578.762,1.07779
578.845,1.36158
578.928,1.73765
579.011,2.22764
579.102,2.91243
579.199,3.85664
579.312,5.25562
579.451,7.40196
579.885,15.3869
580.043,17.3599
580.2,18.0711
580.357,17.3474
580.515,15.3649
580.81,9.9003
580.995,6.61021
581.116,4.85678
581.227,3.56131
581.322,2.69354
581.414,2.0366
581.495,1.59328
581.576,1.25154
581.657,0.991884
581.738,0.796733
581.825,0.64218
581.911,0.529391
582.012,0.435208
582.114,0.368612
582.244,0.309022
582.385,0.264546
582.588,0.221692
582.83,0.187641
583.114,0.16096
583.438,0.140519
583.761,0.126845
584.28,0.114134
584.864,0.109599
585.416,0.114081
585.877,0.126175
586.245,0.144532
586.521,0.166952
586.752,0.195713
586.936,0.230858
587.074,0.270175
587.189,0.317565
587.304,0.386628
587.405,0.474681
587.491,0.580433
587.581,0.730954
587.661,0.915291
587.742,1.15945
587.822,1.4789
587.903,1.89041
587.993,2.47809
588.097,3.36246
588.211,4.59128
588.349,6.44923
588.768,13.1278
588.925,14.9132
589.078,15.6542
589.099,15.666
589.247,15.1206
589.413,13.3655
589.694,8.91467
589.897,5.77536
590.023,4.1786
590.133,3.0777
590.222,2.36175
590.309,1.81758
590.389,1.42022
590.47,1.11223
590.55,0.877042
590.631,0.699501
590.709,0.5706
590.795,0.464097
590.896,0.37516
590.997,0.312463
591.126,0.256736
591.247,0.220564
591.408,0.186416
591.609,0.156809
591.834,0.133555
592.151,0.110748
592.53,0.0923504
592.899,0.0800476
593.474,0.0672212
594.165,0.0578016
594.873,0.0520375
595.618,0.0486488
596.61,0.0471393
597.331,0.0480307
598.052,0.0509963
598.627,0.0556413
599.106,0.0622374
599.489,0.0708438
599.811,0.0826335
600.036,0.0962466
600.205,0.11269
600.346,0.134394
600.459,0.160877
600.557,0.194534
600.656,0.242563
600.74,0.299573
600.825,0.375995
600.909,0.477127
601.001,0.620772
601.1,0.825657
601.208,1.11639
601.334,1.55183
601.483,2.1915
601.871,4.07862
602.029,4.61731
602.187,4.83475
602.2,4.83594
602.358,4.64916
602.538,4.0399
602.982,1.9004
603.12,1.35984
603.23,1.014
603.333,0.762453
603.432,0.576398
603.519,0.452845
603.605,0.359297
603.693,0.288899
603.782,0.236985
603.871,0.199467
603.972,0.169262
604.099,0.1443
604.251,0.125813
604.454,0.111629
604.68,0.102863
604.905,0.097892
605.356,0.0940231
605.445,0.0939021
606.07,0.097182
606.784,0.108459
607.32,0.123015
607.789,0.143282
608.08,0.164533
608.247,0.184602
608.414,0.216666
608.554,0.259246
608.666,0.309271
608.772,0.37481
608.883,0.467828
608.995,0.590125
609.126,0.774127
609.297,1.07794
609.661,1.81003
609.839,2.0666
610.008,2.16113
610.023,2.16153
610.188,2.0817
610.384,1.82091
610.779,1.13921
610.933,0.940276
611.054,0.831578
611.175,0.764076
611.318,0.732312
611.338,0.731618
611.461,0.745743
611.626,0.809454
611.79,0.92447
611.938,1.08304
612.07,1.28933
612.185,1.54854
612.284,1.86
612.383,2.29309
612.474,2.84349
612.559,3.53995
612.644,4.46912
612.729,5.698
612.823,7.50435
612.916,9.84582
613.019,13.1864
613.13,17.8655
613.26,24.7558
613.438,36.3553
613.76,58.7203
613.925,66.7936
614.085,69.9659
614.099,69.9882
614.243,67.8089
614.387,61.7156
614.615,46.8297
614.886,27.9775
615.033,19.689
615.152,14.3303
615.257,10.6698
615.352,8.111
615.447,6.16097
615.535,4.80376
615.628,3.7315
615.721,2.94925
615.814,2.38223
615.907,1.97132
616.006,1.65369
616.126,1.38625
616.265,1.17495
616.425,1.0145
616.63,0.88353
616.887,0.793794
617.144,0.765622
617.333,0.785603
617.487,0.837474
617.641,0.940524
617.77,1.09107
617.872,1.279
617.975,1.55679
618.064,1.90021
618.149,2.34483
618.234,2.93866
618.318,3.71919
618.415,4.89096
618.507,6.3306
618.609,8.34085
618.734,11.4761
618.904,16.7324
619.252,28.7173
619.416,32.7931
619.581,34.4968
619.599,34.5146
619.76,33.1783
619.91,29.7889
620.171,21.0589
620.398,13.3547
620.531,9.65519
620.635,7.31209
620.737,5.48631
620.83,4.17908
620.925,3.15129
621.012,2.44333
621.099,1.90987
621.178,1.54624
621.269,1.23304
621.359,1.00478
621.465,0.81446
621.571,0.680065
621.704,0.562053
621.849,0.473051
622.03,0.395407
622.266,0.325555
622.538,0.269319
622.865,0.221693
623.227,0.184056
623.663,0.151822
624.17,0.125172
624.727,0.104349
625.404,0.0862881
626.226,0.0709745
627.241,0.0580381
628.362,0.048355
629.611,0.0410556
631.109,0.035335
632.777,0.0316037
634.114,0.0301981
634.782,0.0300014
636.332,0.0310904
637.495,0.0338963
638.338,0.0377212
639.136,0.0437823
639.785,0.051838
640.264,0.0609755
640.663,0.0722037
641.028,0.0874719
641.301,0.104483
641.529,0.125444
641.712,0.150699
641.848,0.178847
641.968,0.214672
642.071,0.258583
642.173,0.320932
642.27,0.404331
642.361,0.513214
642.453,0.661731
642.544,0.861747
642.623,1.08942
642.719,1.44105
642.815,1.89223
642.933,2.60525
643.07,3.64681
643.28,5.61433
643.549,8.22279
643.731,9.46382
643.89,9.8731
643.901,9.87466
644.05,9.54976
644.228,8.42301
644.529,5.55205
644.734,3.65782
644.871,2.64109
644.981,2.0001
645.076,1.56273
645.172,1.23106
645.268,0.99301
645.357,0.845302
645.445,0.759813
645.517,0.732451
645.552,0.731883
645.618,0.753796
645.717,0.843792
645.8,0.97431
645.899,1.20411
645.998,1.52192
646.112,2.00809
646.24,2.70401
646.417,3.90966
646.727,6.21028
646.9,7.17135
647.069,7.58959
647.099,7.59909
647.246,7.35927
647.41,6.58951
647.671,4.71019
647.901,3.01637
648.038,2.184
648.152,1.62241
648.26,1.20512
648.358,0.915244
648.455,0.694787
648.537,0.553707
648.622,0.441628
648.708,0.357666
648.807,0.286603
648.907,0.236595
649.006,0.201294
649.12,0.173122
649.263,0.149543
649.433,0.131304
649.604,0.119336
649.832,0.109004
650.173,0.100723
650.515,0.0982011
650.994,0.102414
651.313,0.110481
651.632,0.124003
651.933,0.143968
652.168,0.167274
652.356,0.193969
652.544,0.233151
652.685,0.276968
652.808,0.332833
652.914,0.401533
653.02,0.499632
653.108,0.613854
653.202,0.781277
653.284,0.979339
653.366,1.23982
653.449,1.57843
653.542,2.07576
653.632,2.70075
653.731,3.56479
653.846,4.83663
653.984,6.7474
654.227,10.819
654.48,14.9993
654.65,16.8418
654.799,17.4053
654.955,16.7982
655.138,14.7168
655.611,6.80639
655.754,4.82713
655.867,3.58023
655.976,2.6312
656.071,1.99238
656.167,1.50301
656.251,1.17193
656.339,0.910554
656.422,0.727216
656.516,0.572277
656.61,0.460427
656.709,0.375119
656.827,0.304817
656.945,0.255728
657.091,0.212761
657.273,0.176141
657.479,0.147308
657.726,0.122695
658.043,0.100446
658.396,0.0831784
658.831,0.0683788
659.324,0.0568574
659.9,0.0477014
660.558,0.0406745
661.38,0.0350158
662.367,0.0310006
663.52,0.0287544
664.344,0.0283662
665.54,0.0294874
666.337,0.0315011
667.333,0.0359912
668.067,0.0414116
668.709,0.0485244
669.316,0.0585166
669.815,0.0706357
670.243,0.0855996
670.624,0.104677
670.956,0.128718
671.218,0.155587
671.432,0.186328
671.61,0.222179
671.777,0.270351
671.896,0.319538
672.015,0.388968
672.119,0.475301
672.217,0.58931
672.312,0.743078
672.395,0.925401
672.478,1.16657
672.561,1.48279
672.654,1.94267
672.752,2.58813
672.85,3.42548
672.959,4.6108
673.087,6.38233
673.253,9.24246
673.639,16.713
673.81,19.1036
673.977,20.0943
674.0,20.1086
674.162,19.3689
674.342,17.0166
674.827,7.77237
674.975,5.47379
675.089,4.05563
675.194,3.02412
675.295,2.2581
675.386,1.72988
675.474,1.33904
675.557,1.05728
675.641,0.843218
675.736,0.66221
675.822,0.542052
675.926,0.436874
676.03,0.362134
676.164,0.29522
676.283,0.253338
676.449,0.211474
676.657,0.175279
676.907,0.145182
677.21,0.119904
677.537,0.101024
677.929,0.0855322
678.38,0.0739779
678.766,0.0678173
679.344,0.0636265
679.537,0.0635185
679.995,0.0662818
680.3,0.0712889
680.605,0.080501
680.848,0.093445
681.029,0.109642
681.165,0.128811
681.278,0.152618
681.391,0.187643
681.481,0.227525
681.566,0.278261
681.651,0.346107
681.736,0.436005
681.821,0.553633
681.919,0.734175
682.015,0.961671
682.124,1.29366
682.25,1.78932
682.399,2.52122
682.829,5.01963
683.001,5.75833
683.169,6.07954
683.199,6.08737
683.367,5.84988
683.548,5.12963
684.023,2.3955
684.172,1.68725
684.292,1.23549
684.403,0.90966
684.5,0.689193
684.591,0.531138
684.681,0.410616
684.772,0.320232
684.862,0.253316
684.947,0.206827
685.049,0.166325
685.15,0.137707
685.269,0.114418
685.399,0.0969329
685.569,0.0816068
685.767,0.0696998
686.049,0.0584896
686.389,0.0497729
686.841,0.0424495
687.406,0.0371143
688.085,0.0339265
688.718,0.0330534
689.295,0.0337572
689.873,0.0360253
690.486,0.0407654
690.998,0.0476347
691.407,0.0564402
691.714,0.0664089
691.969,0.0785895
692.174,0.0928962
692.327,0.108439
692.464,0.128321
692.583,0.153472
692.685,0.184062
692.787,0.22713
692.884,0.284263
692.975,0.358328
693.066,0.458789
693.157,0.593568
693.245,0.765373
693.339,1.00278
693.441,1.33776
693.55,1.79457
693.673,2.43981
693.841,3.53622
694.255,6.57073
694.418,7.40368
694.584,7.74768
694.6,7.75043
694.768,7.45024
694.95,6.53809
695.441,2.97621
695.577,2.16363
695.694,1.6039
695.802,1.19489
695.899,0.9088
695.992,0.69734
696.077,0.548978
696.162,0.435641
696.248,0.350209
696.333,0.28649
696.432,0.23292
696.529,0.19602
696.64,0.167103
696.751,0.147975
696.918,0.131626
697.085,0.126313
697.196,0.128702
697.307,0.136875
697.434,0.155851
697.541,0.182414
697.647,0.222247
697.754,0.279323
697.86,0.357974
697.967,0.462368
698.089,0.617956
698.23,0.847275
698.445,1.2812
698.732,1.88602
698.903,2.14669
699.07,2.25923
699.099,2.26186
699.266,2.1774
699.454,1.90559
699.934,0.90327
700.086,0.642206
700.212,0.472835
700.317,0.362072
700.421,0.277769
700.526,0.214777
700.63,0.168965
700.734,0.136417
700.827,0.115734
700.947,0.0976776
701.089,0.0843237
701.185,0.0787191
701.375,0.0723121
701.656,0.0694679
701.925,0.0710999
702.194,0.0765309
702.435,0.085942
702.587,0.0956636
702.738,0.110687
702.865,0.130006
702.966,0.152498
703.067,0.184216
703.162,0.226019
703.261,0.28542
703.359,0.366745
703.457,0.476134
703.56,0.626669
703.667,0.833663
703.775,1.09625
703.91,1.50591
704.106,2.2395
704.431,3.54918
704.602,4.04829
704.769,4.26881
704.801,4.27547
704.966,4.12628
705.16,3.61277
705.627,1.83211
705.771,1.39818
705.879,1.1529
705.986,0.983872
706.058,0.915699
706.152,0.882749
706.245,0.916115
706.338,1.02131
706.432,1.20578
706.525,1.47851
706.618,1.849
706.72,2.37497
706.85,3.23206
707.006,4.54387
707.449,8.83908
707.615,9.96434
707.787,10.4288
707.798,10.4308
707.957,10.082
708.114,9.11591
708.372,6.6974
708.64,4.08038
708.783,2.93266
708.907,2.1329
709.02,1.5698
709.124,1.17065
709.219,0.891602
709.311,0.686321
709.403,0.532488
709.496,0.418656
709.582,0.339589
709.683,0.27229
709.784,0.224246
709.899,0.185398
710.035,0.153927
710.176,0.131162
710.378,0.108832
710.62,0.0907436
710.914,0.0756872
711.295,0.062513
711.676,0.0535468
712.137,0.0461059
712.598,0.0410806
713.291,0.0364622
713.955,0.0343226
714.388,0.0339114
714.997,0.0346384
715.606,0.0372058
716.17,0.0420352
716.564,0.0477599
716.88,0.0547481
717.156,0.063968
717.354,0.0738021
717.511,0.0852665
717.649,0.0999033
717.768,0.118128
717.886,0.144716
717.991,0.178642
718.089,0.223895
718.174,0.276622
718.258,0.34622
718.343,0.437151
718.438,0.571383
718.54,0.759503
718.641,1.00265
718.761,1.36878
718.903,1.92155
719.092,2.83222
719.412,4.4917
719.593,5.18464
719.769,5.48565
719.8,5.49249
719.953,5.32124
720.143,4.69219
720.449,3.14223
720.666,2.06563
720.808,1.48749
720.929,1.09611
721.04,0.813728
721.142,0.616632
721.233,0.480688
721.322,0.37942
721.401,0.310752
721.5,0.246884
721.598,0.20168
721.697,0.170186
721.796,0.14866
721.928,0.130863
722.036,0.12342
722.144,0.121169
722.252,0.124021
722.349,0.131443
722.455,0.146196
722.562,0.169752
722.668,0.20467
722.775,0.253945
722.892,0.328472
723.008,0.426795
